date,open,high,low,close,volume
2025-09-11,1470.030029,1474.040039,1456.52002,1471.52002,37238.96
2025-09-12,1474.02002,1486.040039,1458.550049,1464.02002,33722.09
2025-09-15,1463.890015,1465.5,1449.52002,1463.119995,25827.03
2025-09-16,1463.119995,1469.01001,1444.22998,1448.0,32717.89
2025-09-17,1448.01001,1458.300049,1438.030029,1441.02002,30330.54
2025-09-18,1440.02002,1445.819946,1411.52002,1415.97998,49721.25
2025-09-19,1416.01001,1423.52002,1405.030029,1415.98999,32636.62
2025-09-22,1413.109985,1415.98999,1398.030029,1401.369995,34947.08
2025-09-23,1398.52002,1405.52002,1388.02002,1395.439941,38663.0
2025-09-24,1382.089966,1404.800049,1382.089966,1390.02002,30743.5
2025-09-25,1390.849976,1393.22998,1384.02002,1387.02002,33869.73
2025-09-26,1389.199951,1395.130005,1376.030029,1383.02002,45120.71
2025-09-29,1387.400024,1418.01001,1383.02002,1408.880005,53684.03
2025-09-30,1408.02002,1408.780029,1388.02002,1392.01001,39363.62
2025-10-09,1384.02002,1387.400024,1368.02002,1384.800049,54918.12
2025-10-10,1385.619995,1387.959961,1375.52002,1378.02002,36001.44
2025-10-13,1363.719971,1370.869995,1363.140015,1367.219971,46068.8
2025-10-14,1378.01001,1412.02002,1378.01001,1399.040039,66672.33
2025-10-15,1399.0,1411.02002,1393.099976,1410.02002,42785.4
2025-10-16,1409.939941,1432.969971,1406.900024,1432.930054,45730.15
2025-10-17,1431.119995,1436.02002,1402.050049,1403.02002,38085.89
2025-10-20,1403.02002,1417.52002,1402.900024,1405.949951,25949.88
2025-10-21,1407.02002,1417.959961,1403.52002,1410.280029,25442.67
2025-10-22,1410.099976,1413.75,1404.02002,1406.719971,18194.92
2025-10-23,1403.02002,1416.819946,1395.219971,1416.0,29322.35
2025-10-24,1415.969971,1426.900024,1397.359985,1398.02002,38225.83
2025-10-27,1388.02002,1400.51001,1384.01001,1388.430054,37102.39
2025-10-28,1390.02002,1399.219971,1389.119995,1393.02002,27124.33
2025-10-29,1388.040039,1394.569946,1378.060059,1379.920044,33937.11
2025-10-30,1369.829956,1384.650024,1369.829956,1374.76001,47456.1
2025-10-31,1370.02002,1384.0,1368.130005,1378.030029,35693.77
2025-11-03,1379.02002,1396.02002,1368.119995,1383.02002,34547.66
